"Country","Sex","Age","Year","Variable","Prevalence or proportion","Lower limit of 95% credible interval","Upper limit of 95% credible interval","Posterior standard deviation"
"Venezuela","Women","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.0827751699321646,0.0417940344237666,0.139993631591585,0.0252008206824973
"Viet Nam","Women","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.188745693192801,0.110983222184951,0.283326455207954,0.044411151595859
"Yemen","Women","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.131661962109134,0.0570023897544817,0.238974875540104,0.0462931857772039
"Zambia","Women","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.262621963622781,0.169010091791888,0.3712524874519,0.0515214055763518
"Zimbabwe","Women","Age-standardised (30-79 years)",2019,"Proportion with untreated stage 2 hypertension among hypertension",0.221870213760461,0.0870101956211528,0.412648486675721,0.0822210396695609
"Afghanistan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.353321445473947,0.265105085889023,0.449733264679141,0.0467056805884357
"Albania","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.425832600720287,0.338460779470638,0.517346993765594,0.0456404887536416
"Algeria","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.349547746291343,0.26643770507988,0.442064136738002,0.0441817886794955
"American Samoa","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.488128402733735,0.33541215039484,0.638840295972595,0.0778005380951693
"Andorra","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.357328741131381,0.21950421268745,0.506606301070593,0.0721923439521285
"Angola","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.364897715456166,0.223936142029918,0.517414139766882,0.075813593802204
"Antigua and Barbuda","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.419433790614861,0.258875785692844,0.586230931768889,0.0835591606147084
"Argentina","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.540143758386506,0.450577857302523,0.629146280365548,0.045392490945877
"Armenia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.48463553083948,0.380041860041625,0.588713642038924,0.0530662804334199
"Australia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.32253306717804,0.262364644035237,0.390247801881925,0.0324564045538769
"Austria","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.374772196615645,0.246591253998372,0.515045489136579,0.0681909854048447
"Azerbaijan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.39599678925576,0.306087725369894,0.488036688640897,0.0467589833102373
"Bahamas","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.45546131589038,0.327207857850648,0.586444622567019,0.066310769871623
"Bahrain","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.401005334137087,0.26449071956557,0.552284284615266,0.0725963066104839
"Bangladesh","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.23546531041442,0.179436211616472,0.297692677373578,0.0305773541921275
"Barbados","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.399907816180834,0.286797870132111,0.526821842996527,0.061749637757699
"Belarus","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.515611617458129,0.419116745464445,0.610519959873399,0.0493092214683652
"Belgium","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.338178633577562,0.26517588498886,0.413745325585052,0.037954970883923
"Belize","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.380258711091494,0.240620276974159,0.53711101558711,0.075673907046986
"Benin","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.289010098789407,0.221481339008044,0.360694483206639,0.0359133163144107
"Bermuda","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.419771580721681,0.259992702200061,0.595844971984207,0.0855293504631205
"Bhutan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.436381999958112,0.356990543352227,0.519328948795983,0.0420914316868671
"Bolivia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.294287712951715,0.153441207051244,0.470521775077083,0.0821942155651656
"Bosnia and Herzegovina","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.469001971036802,0.344001738503031,0.597866337078736,0.0652801157987254
"Botswana","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.403406015864108,0.291331902821673,0.52245192267086,0.0593750355349031
"Brazil","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.479152984530258,0.40231541095786,0.556364420588829,0.0391185753154808
"Brunei Darussalam","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.469925147041429,0.368399897275917,0.574979555560221,0.0523589032143519
"Bulgaria","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.494079727771477,0.329716335242563,0.660469033072925,0.0836666907338953
"Burkina Faso","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.290532268411162,0.189916771190186,0.401938806543107,0.0544626056650429
"Burundi","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.32532017008516,0.184842730996037,0.483779082641464,0.0786377307894281
"Cabo Verde","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.457276274180715,0.36953533499605,0.544169469408838,0.0448660673987557
"Cambodia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.258351830598215,0.153141025397604,0.376850340141098,0.0576708261230115
"Cameroon","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.347827903054385,0.238824923795081,0.465868149281782,0.057594314531794
"Canada","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.243347512236663,0.199991905104141,0.289690711790661,0.0226348154763374
"Central African Republic","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.394579295321851,0.286215867442303,0.507600154024455,0.0566159706242004
"Chad","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.350692049418345,0.215099615395727,0.500726435701551,0.0725571330709775
"Chile","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.390478905282027,0.297973085956645,0.482076554928996,0.0471895867052661
"China","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.302380195128508,0.233885269641836,0.372136909085009,0.0357257054477538
"Colombia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.31130876200982,0.213904197133558,0.419189805702461,0.0519794340648479
"Comoros","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.300171446909175,0.191323578951903,0.420759567257589,0.0587358581231132
"Congo","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.380388425615165,0.225897608891232,0.54966665585639,0.0824288088005946
"Cook Islands","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.446302031935937,0.327329328319515,0.565512672884818,0.0604764415405447
"Costa Rica","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.360081046896034,0.269447259838787,0.45632147028511,0.0478349011804435
"Cote d'Ivoire","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.369481238428417,0.234888781182166,0.514530529741051,0.0716120729728716
"Croatia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.513546150068909,0.402932361075892,0.629017253016249,0.057188326798074
"Cuba","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.402752253218912,0.276418856603207,0.539147204750664,0.0673167122037664
"Cyprus","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.356801372121885,0.224822158978829,0.506945061567682,0.0724456329316864
"Czech Republic","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.491261614438054,0.413627262930342,0.568511894531458,0.0395116439582634
"Denmark","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.432740280005594,0.342793991859571,0.521984285589872,0.0454421015062168
"Djibouti","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.326636598139008,0.186059285299083,0.489644817030157,0.0777912704149908
"Dominica","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.455038100351496,0.311104053198293,0.603313462734807,0.0752040468864738
"Dominican Republic","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.489659739287655,0.355415597165339,0.62194878978063,0.0680471781532228
"DR Congo","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.327390195902023,0.191983966305712,0.484832788827301,0.0755903660643355
"Ecuador","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.291857885923768,0.219845824412025,0.372288751752155,0.0384182154312541
"Egypt","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.355659487493934,0.283484859936472,0.433681636789951,0.0382229645789421
"El Salvador","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.313785213229713,0.221908849136093,0.418242312885497,0.0503590896596169
"Equatorial Guinea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.365530748620945,0.209030230878595,0.546395304242756,0.0872686427106628
"Eritrea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.224754935885382,0.129258172232257,0.339145221832343,0.0531100990237848
"Estonia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.458638364001256,0.328808935022147,0.591548886842577,0.0672752856115525
"Ethiopia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.24538656678004,0.163413492619985,0.342775359011342,0.0454410070354953
"Fiji","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.364809725166839,0.240705380964186,0.504772887391094,0.0678357322335714
"Finland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.410496393866244,0.329784322391819,0.49520530227793,0.0421059316512338
"France","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.341496641141539,0.266601283988901,0.424043674886329,0.0409048103186908
"French Polynesia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.437015735969832,0.304404468539878,0.574313896946368,0.0696930772353618
"Gabon","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.360377546974845,0.219895848375105,0.511596362232095,0.0744659917847948
"Gambia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.347264979705661,0.231995919972105,0.47439952587028,0.0627045248371872
"Georgia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.465064957236859,0.365642944529896,0.563053267393295,0.0507896234441163
"Germany","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.343588432010201,0.244543850765377,0.449934847003263,0.052436806204115
"Ghana","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.314408175520896,0.220498599819417,0.411984251866003,0.0483598560654058
"Greece","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.36501728465107,0.291145211255509,0.444953183696664,0.0395896149326195
"Greenland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.378638960346223,0.252423183689251,0.512285917234605,0.0660065985726422
"Grenada","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.47563127990018,0.339091607217427,0.615470231848796,0.0708760047849556
"Guatemala","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.314786177436609,0.21024386712491,0.430939464457797,0.0567154124477361
"Guinea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.383146390105301,0.251986321553915,0.529688058415003,0.0722427952544863
"Guinea Bissau","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.359507209569349,0.208859226600898,0.526986459095546,0.0807635621928995
"Guyana","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.381557421154455,0.283202387597302,0.486538616808818,0.0519857687489819
"Haiti","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.375521247511997,0.28786888309253,0.46796977288676,0.0464411641967758
"Honduras","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.331688868459203,0.200855971636191,0.481636691592973,0.0724867209072657
"Hungary","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.559048137993929,0.411594544193672,0.707308721513206,0.0765335197370816
"Iceland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.308676854869241,0.223251162450816,0.405922653537542,0.0471222457318635
"India","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.316418134648158,0.250794320916707,0.386846815549502,0.0351581605711968
"Indonesia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.358875839809351,0.285393197349928,0.437982194024768,0.0386896943103685
"Iran","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.265945035728774,0.226643369357909,0.307040956633181,0.02041441716953
"Iraq","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.48440541802918,0.377019438976775,0.594443112236649,0.0551073652818865
"Ireland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.382110886570733,0.265218711911181,0.506439232241085,0.0611927141587547
"Israel","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.329757089635588,0.251808507390891,0.417805958898379,0.0419010712033824
"Italy","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.391253330786557,0.319953539277738,0.463244415309732,0.0369009996507259
"Jamaica","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.445409864534835,0.318019985024769,0.579587750312122,0.0671298578565258
"Japan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.403118196330592,0.35035409405751,0.458292773788204,0.0275274339893485
"Jordan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.395817514647661,0.330619726786111,0.465076390179383,0.0350357130398059
"Kazakhstan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.40884207284363,0.324144758219742,0.495506806167737,0.044090556489295
"Kenya","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.314348407255938,0.225576401763287,0.410323738516602,0.0480438233846418
"Kiribati","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.403983468518886,0.297042531866242,0.523350595526303,0.0582399141463143
"Kuwait","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.435358666536954,0.338988680725409,0.531527004395338,0.0498491494739683
"Kyrgyzstan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.381310990500473,0.281860417318391,0.486428608165115,0.052225695006034
"Lao PDR","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.255803049749409,0.162527339156216,0.363172834585567,0.0509773106246815
"Latvia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.489000017748187,0.345156377392044,0.630182912166382,0.0724857180526896
"Lebanon","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.420976402027081,0.330772486197422,0.516324923006504,0.0478636475424781
"Lesotho","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.320843088867236,0.224576826468648,0.425247104550117,0.0510663093353647
"Liberia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.374393579969076,0.261662406896645,0.494522716701419,0.0605213881101923
"Libya","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.459218321934107,0.330727981933011,0.590338334145577,0.0660948412105042
"Lithuania","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.539904752796344,0.394951089614788,0.677745240273755,0.0732101532744942
"Luxembourg","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.365623694070478,0.289753953404583,0.44372050279913,0.0396587679454251
"Macedonia (TFYR)","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.493534364743419,0.335890386061925,0.655385006483527,0.0832607847671953
"Madagascar","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.347460621470769,0.210789843070934,0.499070535443448,0.0737569041772475
"Malawi","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.268173851642268,0.190310975706037,0.350132854577932,0.0405717814662866
"Malaysia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.405220329027655,0.303993794882568,0.510485061242725,0.0522974796112611
"Maldives","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.325914784707986,0.206592015210889,0.459138828664981,0.0654881227802993
"Mali","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.304557253590713,0.185300509140127,0.439811024646451,0.0663955003440562
"Malta","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.340534239111696,0.25359351886389,0.435324063827274,0.0468182955878267
"Marshall Islands","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.307685548177834,0.224025506460589,0.395710069330216,0.0445247431594881
"Mauritania","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.359294549716253,0.217707478199651,0.523611936052015,0.0786860360105017
"Mauritius","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.341990321951989,0.261772278026472,0.427077011303617,0.0423092897749744
"Mexico","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.327559536597056,0.264158676580614,0.391875940893705,0.0326421969847313
"Micronesia (Federated States of)","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.316772651275921,0.219042824503603,0.420370442410125,0.0520120558693542
"Moldova","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.493481048755258,0.37099178222667,0.614762610199794,0.0629571334451276
"Mongolia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.449713940331191,0.372718098194353,0.527220561232867,0.0399951069167349
"Montenegro","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.495070072486746,0.336852545866964,0.662037539732308,0.0836601250453819
"Morocco","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.349788001262663,0.264987390194185,0.442962993177931,0.0452773748852161
"Mozambique","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.343224609015777,0.242705952198376,0.454498931308269,0.0541360138784233
"Myanmar","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.351554620241606,0.25446329483064,0.454888391992738,0.051465318064672
"Namibia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.426125571738664,0.301051456180053,0.549049037687269,0.0630548504007618
"Nauru","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.437461047403329,0.325286291703646,0.556470344946553,0.0589153943606606
"Nepal","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.396033614427628,0.335654771511813,0.45931546056681,0.0313840199833207
"Netherlands","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.362010510662431,0.273830493706659,0.448189153519528,0.0450947095944986
"New Zealand","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.343634703778757,0.273621296005835,0.419668347986415,0.0369250159860264
"Nicaragua","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.344975635653316,0.211492244749249,0.505973378292633,0.0739032122362104
"Niger","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.404267149869305,0.270091708227784,0.542812214461907,0.0714466502839578
"Nigeria","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.330281203595787,0.257345409513845,0.40804290960606,0.038225086230687
"Niue","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.391014805979946,0.264635328138295,0.527812933463541,0.0669534171238162
"North Korea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.280823304372142,0.169264375689117,0.408029342972948,0.0613136870416615
"Norway","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.353390367467205,0.244009642494429,0.473132416726288,0.0583576196958769
"Occupied Palestinian Territory","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.407365168916192,0.293172865129674,0.527517357540053,0.0603001944714859
"Oman","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.482700771219336,0.388774373020318,0.577829981701358,0.0483057451792911
"Pakistan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.416202845456194,0.294390437565534,0.543057065987737,0.0633230152711556
"Palau","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.450687422116932,0.351840779163282,0.553595074215475,0.0516827030494328
"Panama","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.367919894831252,0.237979835707456,0.512709467360511,0.0694219551443871
"Papua New Guinea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.254135674201297,0.139587921724443,0.402961634701736,0.0677855319752112
"Paraguay","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.615707925453785,0.477550665750294,0.743635921485896,0.067803210737268
"Peru","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.228184265805734,0.190033259065097,0.270561496265692,0.0206715893917905
"Philippines","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.346615318913609,0.257152331757569,0.4463989534574,0.0482436036388086
"Poland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.554754397908643,0.469290618490182,0.642053709763485,0.0436759832885894
"Portugal","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.369608771233283,0.279703135339918,0.468307484020021,0.0481326313735149
"Puerto Rico","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.418003749328143,0.255390010634717,0.596125686840146,0.0854878710869132
"Qatar","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.415908453726458,0.305259148515415,0.529761400869261,0.0573285970779315
"Romania","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.526191386037491,0.43121281081981,0.624254210155889,0.0497460779828141
"Russian Federation","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.472800620003673,0.381944320639147,0.563472513634771,0.0468534747211981
"Rwanda","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.285128265928747,0.182464485826334,0.408765609195919,0.057546411599496
"Saint Kitts and Nevis","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.450722661753644,0.299116971884101,0.605507669892368,0.0783230433652482
"Saint Lucia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.388009860151009,0.264374167755272,0.518689724270862,0.0649769334194969
"Saint Vincent and the Grenadines","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.371655195392201,0.263390322467238,0.485298072053409,0.0568330494511837
"Samoa","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.386057049086278,0.277662254935331,0.502670316594763,0.0576566261953313
"Sao Tome and Principe","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.419346939082415,0.332170974169414,0.509277997820057,0.0448358414827759
"Saudi Arabia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.362502327694055,0.266194394529237,0.466973327358679,0.0515233921289963
"Senegal","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.372691693265221,0.245446375118098,0.510114314950293,0.0681725617845681
"Serbia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.498542779249771,0.382682842705453,0.612623339877217,0.0587599306602692
"Seychelles","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.458009735757255,0.344769837347414,0.57606995750065,0.0591793231808242
"Sierra Leone","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.380179445633115,0.251423813006038,0.518264344388473,0.0674702982176618
"Singapore","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.35407787529268,0.28857030434416,0.423420149855637,0.0348850642106408
"Slovakia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.47392567255788,0.358264102637974,0.58975522451647,0.0596050407112442
"Slovenia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.495787235390421,0.332450988416544,0.662014362866343,0.0838114763478784
"Solomon Islands","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.248700533827151,0.163665168480004,0.349677211226988,0.0476749750462
"Somalia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.334285857025772,0.210022425459944,0.47861641362896,0.0684673587332128
"South Africa","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.437713618406598,0.365678136322129,0.512399313397543,0.0381257435260447
"South Korea","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.31964192254677,0.270598176485961,0.374102984333185,0.0261821300742399
"South Sudan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.323391411823628,0.180348766585342,0.48556797434078,0.077523260126529
"Spain","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.335215675946478,0.261783779138021,0.413814804185869,0.0391598834693592
"Sri Lanka","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.344244582146398,0.245485457994432,0.450286543143328,0.0529327096202746
"Sudan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.380455779980919,0.28140911572184,0.488841586376206,0.0532361048863435
"Suriname","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.424201194901464,0.297438705594525,0.557545740592429,0.0665461017644798
"Swaziland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.374075190434142,0.262087961309624,0.491375640180884,0.0580090573818245
"Sweden","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.356028394907677,0.270993225683801,0.441249065995187,0.0440477094807707
"Switzerland","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.264240147844827,0.192873490678323,0.345202651239917,0.0383045155992476
"Syrian Arab Republic","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.423841586182487,0.290207587954378,0.564524285296406,0.0703089842364926
"Taiwan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.273059187998863,0.188505765209329,0.372206872451892,0.0465691975751841
"Tajikistan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.509252091478026,0.408483529330993,0.615556410434111,0.0528387471472452
"Tanzania","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.309102632763421,0.217478782612566,0.40845696483212,0.048360678406622
"Thailand","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.291171227774747,0.183934501614692,0.413251035742986,0.0587003749206018
"Timor-Leste","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.338405872317922,0.231888154576941,0.454349119107017,0.057293969595741
"Togo","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.342633911164397,0.221855118818458,0.472429186270089,0.064572574235034
"Tokelau","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.413244549954936,0.292469923052946,0.544957199421841,0.0639869434336451
"Tonga","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.395947722136367,0.30585029533453,0.493878863084336,0.0478365057988871
"Trinidad and Tobago","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.431911776505548,0.307570929383804,0.566048399815563,0.0665198580509928
"Tunisia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.344676652737381,0.24664857147926,0.454863517369015,0.0534700996607783
"Turkey","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.308478362171353,0.241525968057527,0.382730513231466,0.0359720554498097
"Turkmenistan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.376475386124291,0.300501179651697,0.455717884336787,0.039256837793626
"Tuvalu","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.492081294985851,0.368553304658063,0.618351143174023,0.0630100903376885
"Uganda","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.308501943615662,0.208246350354547,0.418996060165682,0.0534573529531079
"Ukraine","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.445415805402778,0.361900316139682,0.531001922405219,0.0436733379383745
"United Arab Emirates","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.438723104494317,0.353388331568637,0.529074253036674,0.044445762086806
"United Kingdom","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.298911632856439,0.258671603458762,0.340001806793005,0.0208759125260373
"United States of America","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.3411894309901,0.279973766749872,0.403909487405872,0.0318565703413899
"Uruguay","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.459802851098053,0.349900872002241,0.573887816139563,0.0569482441259688
"Uzbekistan","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.467034573643781,0.3864710676104,0.550518494224547,0.0423677408287772
"Vanuatu","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.37433459208503,0.250736063114631,0.515324653612791,0.0674427575377206
"Venezuela","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.39723614605701,0.300928887498954,0.499689044590376,0.0508866698031174
"Viet Nam","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.329255278642639,0.239213319626431,0.424934327806375,0.0468004481970452
"Yemen","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.290514103521444,0.184647813016845,0.414369881092139,0.0592336853574314
"Zambia","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.303038590215507,0.216403275225849,0.397273651500773,0.0457918273775053
"Zimbabwe","Men","Age-standardised (30-79 years)",2019,"Hypertension",0.368610019352936,0.219985168943991,0.532929484972136,0.0813133408722276
"Afghanistan","Men","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.438880824955962,0.306541166240116,0.576247629099531,0.069821709713794
